Date,Low,High,Volume,Adj Close,Close,Open
2017-02-01,36.2,37.19,2905397.0,36.26,36.26,36.58
2017-02-02,36.63,38.37,5049682.0,37.68,37.68,36.7
2017-02-03,36.83,38.05,5243205.0,36.86,36.86,37.87
2017-02-06,36.8,38.0,2833638.0,37.75,37.75,36.9
2017-02-07,37.31,38.25,3269794.0,37.97,37.97,38.04
2017-02-08,37.11,38.5,3119915.0,37.54,37.54,37.93
2017-02-09,36.994,37.75,3392385.0,37.42,37.42,37.41
2017-02-10,37.505,38.54,3629116.0,38.3,38.3,37.92
2017-02-13,38.45,39.78,5366057.0,38.48,38.48,38.79
2017-02-14,38.18,39.25,3754357.0,38.56,38.56,38.57
2017-02-15,37.73,38.3,11488878.0,37.87,37.87,38.25
2017-02-16,36.35,37.83,7040708.0,36.46,36.46,37.82
2017-02-17,35.79,36.61,4516538.0,36.21,36.21,36.24
2017-02-21,36.23,37.01,3393391.0,36.71,36.71,36.31
2017-02-22,36.21,36.71,2587865.0,36.6,36.6,36.4
2017-02-23,34.26,36.88,7139960.0,34.32,34.32,36.86
2017-02-24,33.35,34.64,5763834.0,34.48,34.48,33.81
2017-02-27,34.19,35.38,3898218.0,34.78,34.78,34.52
2017-02-28,34.4,35.33,4034102.0,34.59,34.59,34.73
2017-03-01,35.85,38.15,10564474.0,37.99,37.99,35.93
2017-03-02,35.83,38.17,5098625.0,35.85,35.85,37.64
2017-03-03,35.75,36.89,3238051.0,36.38,36.38,36.06
2017-03-06,35.8,37.48,5764124.0,36.93,36.93,36.8
2017-03-07,35.75,36.89,3753385.0,35.8,35.8,36.81
2017-03-08,35.9,36.82,4485667.0,35.99,35.99,35.9
2017-03-09,34.89,36.55,4826219.0,35.36,35.36,36.07
2017-03-10,34.235,36.0,4052315.0,34.53,34.53,35.9
2017-03-13,34.53,35.52,2491431.0,34.7,34.7,35.21
2017-03-14,33.77,34.58,3113001.0,34.19,34.19,34.45
2017-03-15,33.95,35.29,3753386.0,35.14,35.14,34.4
2017-03-16,34.98,35.99,3644274.0,35.38,35.38,35.66
2017-03-17,34.95,35.98,3827967.0,34.97,34.97,35.57
2017-03-20,34.1,35.36,2688853.0,34.9,34.9,34.9
2017-03-21,33.17,35.25,4540663.0,33.22,33.22,34.9
2017-03-22,33.01,34.15,2878415.0,33.69,33.69,33.35
2017-03-23,33.11,33.69,3071983.0,33.31,33.31,33.41
2017-03-24,32.365,33.86,4110369.0,32.56,32.56,33.61
2017-03-27,31.29,32.57,3654475.0,32.47,32.47,31.74
2017-03-28,32.45,33.637,4039664.0,32.92,32.92,32.5
2017-03-29,32.73,33.29,2611803.0,32.91,32.91,32.91
2017-03-30,32.96,35.14,7122597.0,33.49,33.49,33.15
2017-03-31,33.6,34.74,5188399.0,34.4,34.4,34.06
2017-04-03,33.502,35.0,4204663.0,34.22,34.22,34.62
2017-04-04,33.821,34.5,2297037.0,34.23,34.23,34.03
2017-04-05,33.755,35.09,4016824.0,33.85,33.85,34.79
2017-04-06,33.19,34.16,3627131.0,33.65,33.65,33.85
2017-04-07,33.151,34.13,3673929.0,33.73,33.73,33.25
2017-04-10,33.2,33.78,2575451.0,33.66,33.66,33.66
2017-04-11,33.15,34.46,3142542.0,34.39,34.39,33.57
2017-04-12,32.03,34.29,7603354.0,32.05,32.05,33.86
2017-04-13,30.99,32.47,6143280.0,30.99,30.99,32.11
2017-04-17,30.97,31.79,4099722.0,31.31,31.31,31.17
2017-04-18,30.45,32.37,5018853.0,31.76,31.76,30.78
2017-04-19,31.28,32.44,2465529.0,31.3,31.3,32.18
2017-04-20,31.46,32.3,5429646.0,32.04,32.04,31.89
2017-04-21,31.65,32.55,5043928.0,31.7,31.7,32.2
2017-04-24,32.15,33.44,7907300.0,33.31,33.31,32.24
2017-04-25,34.23,36.55,11075292.0,36.49,36.49,34.23
2017-04-26,35.85,37.2,7369332.0,36.45,36.45,36.0
2017-04-27,34.155,35.9,14763506.0,34.52,34.52,35.75
2017-04-28,33.68,34.945,5238656.0,33.73,33.73,34.81
2017-05-01,32.9,34.13,4984140.0,33.28,33.28,33.95
2017-05-02,33.3,34.33,3882041.0,33.33,33.33,33.31
2017-05-03,31.51,32.9,7328528.0,31.69,31.69,32.9
2017-05-04,30.42,31.36,7900198.0,31.04,31.04,31.22
2017-05-05,31.05,31.96,4031041.0,31.82,31.82,31.35
2017-05-08,30.66,31.37,3780789.0,31.02,31.02,31.37
2017-05-09,30.46,31.24,3413988.0,30.82,30.82,31.22
2017-05-10,30.7,31.46,3486451.0,31.08,31.08,30.95
2017-05-11,30.45,31.31,4109259.0,31.16,31.16,31.23
2017-05-12,30.96,32.13,3379716.0,31.79,31.79,31.0
2017-05-15,31.97,32.5,2383950.0,32.03,32.03,32.17
2017-05-16,31.75,32.4,2993409.0,32.16,32.16,32.1
2017-05-17,31.58,32.22,3707349.0,31.63,31.63,31.88
2017-05-18,31.1,32.17,2394271.0,31.92,31.92,31.45
2017-05-19,32.1,32.88,2606084.0,32.29,32.29,32.16
2017-05-22,32.47,33.2,3402047.0,32.96,32.96,32.65
2017-05-23,32.56,33.36,2949100.0,33.26,33.26,32.98
2017-05-24,33.045,33.92,3338172.0,33.51,33.51,33.27
2017-05-25,33.03,34.09,2321565.0,33.09,33.09,33.68
2017-05-26,32.87,33.36,2369666.0,33.27,33.27,32.87
2017-05-30,32.53,33.16,3215090.0,32.99,32.99,33.03
2017-05-31,31.76,33.05,4491991.0,32.94,32.94,32.88
2017-06-01,32.45,33.45,2372191.0,32.94,32.94,32.84
2017-06-02,32.35,33.0,2633226.0,32.86,32.86,32.39
2017-06-05,32.65,33.58,2604958.0,33.32,33.32,32.65
2017-06-06,32.78,33.49,2295347.0,32.94,32.94,33.11
2017-06-07,32.4,33.17,3329688.0,32.82,32.82,33.15
2017-06-08,32.59,33.65,3274208.0,33.5,33.5,32.6
2017-06-09,32.85,34.0,3063086.0,33.01,33.01,33.64
2017-06-12,31.78,33.21,4709295.0,31.78,31.78,32.82
2017-06-13,31.55,32.548,2995123.0,32.48,32.48,31.97
2017-06-14,31.21,32.68,3714380.0,31.54,31.54,32.57
2017-06-15,30.61,31.45,3224303.0,30.74,30.74,31.12
2017-06-16,29.55,30.863,4741975.0,30.0,30.0,30.8
2017-06-19,30.16,31.3,3909102.0,30.89,30.89,30.37
2017-06-20,30.41,31.095,2566746.0,30.45,30.45,30.69
2017-06-21,29.635,30.59,3485500.0,29.69,29.69,30.59
2017-06-22,29.66,30.25,2906662.0,29.8,29.8,29.81
2017-06-23,29.79,31.43,6287723.0,31.09,31.09,30.13
2017-06-26,30.65,31.295,2935982.0,31.18,31.18,31.19
2017-06-27,31.49,32.5,5463485.0,31.63,31.63,31.6
2017-06-28,31.93,33.0,3764296.0,32.95,32.95,32.1
2017-06-29,32.61,33.34,3730077.0,33.18,33.18,33.11
2017-06-30,32.535,33.45,3014777.0,32.65,32.65,33.16
2017-07-03,32.915,34.3,3112086.0,34.02,34.02,32.94
2017-07-05,33.57,34.255,4006069.0,33.77,33.77,34.17
2017-07-06,33.6,35.38,6220940.0,33.89,33.89,33.61
2017-07-07,33.265,34.37,3772263.0,34.19,34.19,34.0
2017-07-10,33.68,34.45,3036347.0,34.14,34.14,33.91
2017-07-11,33.99,35.08,4244142.0,35.0,35.0,34.22
2017-07-12,34.44,35.47,4134442.0,34.6,34.6,35.25
2017-07-13,35.43,36.38,5277848.0,36.01,36.01,35.45
2017-07-14,35.98,36.44,3966487.0,36.32,36.32,36.2
2017-07-17,36.205,36.69,3453010.0,36.4,36.4,36.44
2017-07-18,35.8,36.48,3049846.0,36.43,36.43,36.4
2017-07-19,36.07,36.62,4431844.0,36.5,36.5,36.61
2017-07-20,35.95,37.31,4745762.0,36.72,36.72,35.95
2017-07-21,36.506,36.859,2449086.0,36.62,36.62,36.55
2017-07-24,36.51,36.88,2244773.0,36.69,36.69,36.59
2017-07-25,36.865,37.38,3403471.0,37.3,37.3,37.07
2017-07-26,36.56,37.61,3390179.0,36.63,36.63,37.42
2017-07-27,36.085,37.07,2044059.0,36.36,36.36,36.84
2017-07-28,35.54,36.32,2851126.0,35.64,35.64,36.17
2017-07-31,35.665,36.44,2137320.0,36.4,36.4,35.97
2017-08-01,35.91,36.74,1918688.0,36.38,36.38,36.46
2017-08-02,36.2,37.33,2962758.0,37.28,37.28,36.27
2017-08-03,36.94,37.6,2884558.0,37.09,37.09,37.28
2017-08-04,36.73,37.5,2285810.0,37.42,37.42,37.34
2017-08-07,37.61,38.47,4914994.0,37.99,37.99,38.0
2017-08-08,38.36,40.362,8674921.0,39.58,39.58,38.5
2017-08-09,38.4,39.45,3692522.0,38.62,38.62,39.21
2017-08-10,37.715,38.78,3515585.0,37.78,37.78,38.12
2017-08-11,36.93,37.91,2936153.0,37.78,37.78,37.21
2017-08-14,37.125,38.158,2129458.0,37.19,37.19,38.11
2017-08-15,37.14,37.98,1826477.0,37.5,37.5,37.3
2017-08-16,37.91,39.33,4295678.0,39.23,39.23,37.96
2017-08-17,37.75,39.0,3272834.0,37.8,37.8,39.0
2017-08-18,37.34,38.21,2028802.0,37.76,37.76,37.88
2017-08-21,38.05,38.66,2331799.0,38.47,38.47,38.19
2017-08-22,38.73,40.13,3867097.0,39.77,39.77,38.74
2017-08-23,39.45,41.44,4820314.0,41.06,41.06,39.56
2017-08-24,40.56,41.55,3103742.0,41.34,41.34,40.88
2017-08-25,40.84,41.8,2729842.0,41.21,41.21,41.68
2017-08-28,41.05,42.26,2678449.0,42.17,42.17,41.43
2017-08-29,41.38,43.18,3890419.0,43.0,43.0,41.66
2017-08-30,42.991,44.1,5502878.0,43.09,43.09,43.23
2017-08-31,43.18,44.0,4088495.0,43.88,43.88,43.67
2017-09-01,44.13,45.22,3374580.0,45.04,45.04,44.21
2017-09-05,43.7,45.12,5222978.0,44.42,44.42,45.08
2017-09-06,43.3,44.5,3419529.0,44.43,44.43,44.4
2017-09-07,44.04,44.9,3326446.0,44.73,44.73,44.16
2017-09-08,42.24,44.37,7296016.0,42.61,42.61,44.37
2017-09-11,43.13,44.49,4173996.0,43.6,43.6,43.25
2017-09-12,44.33,45.2,4826286.0,45.0,45.0,44.59
2017-09-13,44.36,45.07,3351512.0,44.91,44.91,44.61
2017-09-14,43.75,45.0,4449460.0,44.8,44.8,44.48
2017-09-15,44.22,45.09,5385078.0,44.65,44.65,44.76
2017-09-18,44.66,45.09,3224767.0,44.91,44.91,44.8
2017-09-19,44.86,46.44,4854097.0,46.2,46.2,45.22
2017-09-20,46.53,47.95,5852935.0,47.5,47.5,46.98
2017-09-21,45.97,47.25,3687387.0,46.25,46.25,47.11
2017-09-22,44.67,45.78,3089145.0,45.38,45.38,45.31
2017-09-25,44.62,45.7,3071243.0,45.29,45.29,45.33
2017-09-26,44.72,45.52,4539017.0,44.74,44.74,45.11
2017-09-27,44.48,45.56,2391140.0,45.07,45.07,45.28
2017-09-28,44.81,46.46,5281047.0,46.08,46.08,45.07
2017-09-29,45.9,47.0,3822240.0,46.62,46.62,46.45
2017-10-02,46.41,48.03,4037598.0,47.65,47.65,46.43
2017-10-03,47.44,48.33,3305104.0,48.31,48.31,47.97
2017-10-04,47.75,49.3,4124236.0,47.91,47.91,48.27
2017-10-05,47.65,48.729,3191480.0,48.25,48.25,48.08
2017-10-06,47.3,47.89,3963440.0,47.49,47.49,47.89
2017-10-09,46.58,47.72,2235611.0,47.07,47.07,47.63
2017-10-10,46.58,47.45,3578552.0,46.89,46.89,47.28
2017-10-11,46.21,47.0,2727964.0,46.94,46.94,46.72
2017-10-12,46.8,47.77,2847149.0,47.53,47.53,46.95
2017-10-13,47.6,48.63,3275773.0,47.71,47.71,48.32
2017-10-16,47.48,48.93,4674758.0,48.24,48.24,48.0
2017-10-17,47.42,48.72,3955418.0,47.77,47.77,48.65
2017-10-18,46.51,47.84,4606081.0,47.75,47.75,47.38
2017-10-19,46.01,47.74,5876010.0,46.54,46.54,46.5
2017-10-20,47.06,48.13,4204274.0,47.93,47.93,47.13
2017-10-23,47.83,48.56,4019535.0,47.93,47.93,48.04
2017-10-24,48.06,50.31,6692106.0,50.08,50.08,48.13
2017-10-25,48.51,49.88,3108193.0,49.52,49.52,49.73
2017-10-26,48.52,49.73,3463408.0,49.15,49.15,49.52
2017-10-27,47.01,48.25,3854884.0,47.91,47.91,47.835
2017-10-30,47.37,48.38,2068082.0,47.42,47.42,47.75
2017-10-31,46.38,48.07,2717532.0,47.78,47.78,47.15
2017-11-01,47.45,49.27,3174620.0,47.7,47.7,48.91
2017-11-02,47.07,47.767,2057632.0,47.46,47.46,47.68
2017-11-03,46.71,47.43,1837775.0,47.12,47.12,47.25
2017-11-06,46.53,47.68,1725268.0,47.29,47.29,47.2
2017-11-07,46.54,47.204,2163621.0,46.97,46.97,47.11
2017-11-08,45.37,46.77,3348230.0,45.89,45.89,46.73
2017-11-09,43.11,44.71,7661245.0,43.33,43.33,44.71
2017-11-10,42.75,44.46,4441527.0,43.01,43.01,42.93
2017-11-13,42.55,43.87,3162683.0,43.13,43.13,42.7
2017-11-14,40.62,42.9,8095739.0,41.87,41.87,42.9
2017-11-15,40.73,42.37,4726434.0,42.21,42.21,41.27
2017-11-16,42.06,43.08,3351178.0,42.3,42.3,42.68
2017-11-17,42.0,43.6,3569042.0,43.4,43.4,42.0
2017-11-20,41.75,42.55,4844213.0,42.21,42.21,42.29
2017-11-21,40.22,42.73,6257368.0,41.39,41.39,42.73
2017-11-22,41.775,42.68,3252334.0,42.64,42.64,41.84
2017-11-24,42.09,42.9,1306136.0,42.21,42.21,42.8
2017-11-27,41.49,42.42,3091740.0,42.04,42.04,42.15
2017-11-28,41.2099,43.75,6890455.0,43.3,43.3,41.81
2017-11-29,40.8,42.32,4938871.0,41.24,41.24,42.19
2017-11-30,41.13,42.16,4407431.0,41.51,41.51,41.5
2017-12-01,40.521,42.3,3750919.0,41.64,41.64,41.82
2017-12-04,41.5,42.6,2709750.0,41.79,41.79,41.87
2017-12-05,40.95,41.86,2852505.0,41.18,41.18,41.37
2017-12-06,40.3,41.49,5437502.0,41.31,41.31,40.8
2017-12-07,40.27,41.19,3423427.0,40.6,40.6,41.13
2017-12-08,40.9,41.77,3696876.0,41.4,41.4,41.0
2017-12-11,41.54,42.98,4053037.0,42.24,42.24,41.54
2017-12-12,42.185,42.88,3421527.0,42.4,42.4,42.39
2017-12-13,41.715,42.57,4146231.0,41.86,41.86,42.45
2017-12-14,41.96,42.375,3683921.0,42.35,42.35,42.05
2017-12-15,42.28,43.14,4516172.0,42.61,42.61,42.85
2017-12-18,42.76,44.69,3149371.0,44.57,44.57,42.775
2017-12-19,44.66,46.54,5960166.0,46.52,46.52,44.77
2017-12-20,47.6287,49.67,7158759.0,49.26,49.26,48.191
2017-12-21,48.77,49.68,3046872.0,48.99,48.99,49.57
2017-12-22,48.81,50.04,2427508.0,49.99,49.99,49.15
2017-12-26,49.21,50.5,2750631.0,50.38,50.38,49.98
2017-12-27,50.2,51.93,2959469.0,51.84,51.84,50.55
2017-12-28,52.021,54.2,5696354.0,54.14,54.14,52.05
2017-12-29,53.52,54.61,5170353.0,53.87,53.87,54.0
2018-01-02,53.91,55.22,2928905.0,55.17,55.17,54.06
2018-01-03,52.96,55.15,4097542.0,54.5,54.5,54.92
2018-01-04,54.075,55.43,3555120.0,54.7,54.7,54.81
2018-01-05,53.41,54.66,3370371.0,54.09,54.09,54.65
2018-01-08,53.66,56.15,5028059.0,55.0,55.0,53.96
2018-01-09,54.0,55.08,3532952.0,54.2,54.2,55.0
2018-01-10,54.23,56.26,5004005.0,56.17,56.17,54.37
2018-01-11,55.87,57.13,2725478.0,56.91,56.91,56.6
2018-01-12,56.11,57.5,4191608.0,56.76,56.76,57.05
2018-01-16,55.46,57.04,3824593.0,56.24,56.24,56.09
2018-01-17,55.58,57.0399,7635962.0,56.99,56.99,56.03
2018-01-18,51.72,53.87,19419475.0,53.0,53.0,53.67
2018-01-19,52.55,53.68,5753662.0,53.1,53.1,52.86
